"","Combined_Key","Country_Region","Province_State","Admin2","UID","Lat","Long_"
"1","American Samoa, US","US","American Samoa","",16,-14.271,-170.132
"2","Guam, US","US","Guam","",316,13.4443,144.7937
"3","Northern Mariana Islands, US","US","Northern Mariana Islands","",580,15.0979,145.6739
"4","Puerto Rico, US","US","Puerto Rico","",630,18.2208,-66.5901
"5","Virgin Islands, US","US","Virgin Islands","",850,18.3358,-64.8963
"6","Autauga, Alabama, US","US","Alabama","Autauga",84001001,32.53952745,-86.64408227
"7","Baldwin, Alabama, US","US","Alabama","Baldwin",84001003,30.72774991,-87.72207058
"8","Barbour, Alabama, US","US","Alabama","Barbour",84001005,31.868263,-85.3871286
"9","Bibb, Alabama, US","US","Alabama","Bibb",84001007,32.99642064,-87.1251146
"10","Blount, Alabama, US","US","Alabama","Blount",84001009,33.98210918,-86.56790593
"11","Bullock, Alabama, US","US","Alabama","Bullock",84001011,32.10030533,-85.71265535
"12","Butler, Alabama, US","US","Alabama","Butler",84001013,31.75300095,-86.68057478
"13","Calhoun, Alabama, US","US","Alabama","Calhoun",84001015,33.77483727,-85.82630386
"14","Chambers, Alabama, US","US","Alabama","Chambers",84001017,32.91360079,-85.39072749
"15","Cherokee, Alabama, US","US","Alabama","Cherokee",84001019,34.17805983,-85.60638968
"16","Chilton, Alabama, US","US","Alabama","Chilton",84001021,32.85044126,-86.7173256
"17","Choctaw, Alabama, US","US","Alabama","Choctaw",84001023,32.02227341,-88.2656443
"18","Clarke, Alabama, US","US","Alabama","Clarke",84001025,31.68099859,-87.83548597
"19","Clay, Alabama, US","US","Alabama","Clay",84001027,33.26984193,-85.85836077
"20","Cleburne, Alabama, US","US","Alabama","Cleburne",84001029,33.67679204,-85.52005899
"21","Coffee, Alabama, US","US","Alabama","Coffee",84001031,31.39932826,-85.98901039
"22","Colbert, Alabama, US","US","Alabama","Colbert",84001033,34.69847452,-87.80168544
"23","Conecuh, Alabama, US","US","Alabama","Conecuh",84001035,31.43401703,-86.99320044
"24","Coosa, Alabama, US","US","Alabama","Coosa",84001037,32.93690146,-86.24847739
"25","Covington, Alabama, US","US","Alabama","Covington",84001039,31.2477854,-86.45050893
"26","Crenshaw, Alabama, US","US","Alabama","Crenshaw",84001041,31.72941803,-86.31593104
"27","Cullman, Alabama, US","US","Alabama","Cullman",84001043,34.13020303,-86.86888037
"28","Dale, Alabama, US","US","Alabama","Dale",84001045,31.43037123,-85.61095742
"29","Dallas, Alabama, US","US","Alabama","Dallas",84001047,32.32688101,-87.1086671
"30","DeKalb, Alabama, US","US","Alabama","DeKalb",84001049,34.45946862,-85.80782906
"31","Elmore, Alabama, US","US","Alabama","Elmore",84001051,32.59785413,-86.14415284
"32","Escambia, Alabama, US","US","Alabama","Escambia",84001053,31.1256789,-87.15918694
"33","Etowah, Alabama, US","US","Alabama","Etowah",84001055,34.04567266,-86.04051873
"34","Fayette, Alabama, US","US","Alabama","Fayette",84001057,33.72076938,-87.73886638
"35","Franklin, Alabama, US","US","Alabama","Franklin",84001059,34.44235334,-87.84289505
"36","Geneva, Alabama, US","US","Alabama","Geneva",84001061,31.09389027,-85.83572839
"37","Greene, Alabama, US","US","Alabama","Greene",84001063,32.85504247,-87.95684022
"38","Hale, Alabama, US","US","Alabama","Hale",84001065,32.76039258,-87.63284988
"39","Henry, Alabama, US","US","Alabama","Henry",84001067,31.51148016,-85.24267944
"40","Houston, Alabama, US","US","Alabama","Houston",84001069,31.15197924,-85.29939599
"41","Jackson, Alabama, US","US","Alabama","Jackson",84001071,34.78144169,-85.99750489
"42","Jefferson, Alabama, US","US","Alabama","Jefferson",84001073,33.55554728,-86.895063
"43","Lamar, Alabama, US","US","Alabama","Lamar",84001075,33.77995024,-88.09668032
"44","Lauderdale, Alabama, US","US","Alabama","Lauderdale",84001077,34.90171875,-87.65624729
"45","Lawrence, Alabama, US","US","Alabama","Lawrence",84001079,34.52041498,-87.31069453
"46","Lee, Alabama, US","US","Alabama","Lee",84001081,32.60154883,-85.35132246
"47","Limestone, Alabama, US","US","Alabama","Limestone",84001083,34.81185586,-86.98310072
"48","Lowndes, Alabama, US","US","Alabama","Lowndes",84001085,32.1597283,-86.65158371
"49","Macon, Alabama, US","US","Alabama","Macon",84001087,32.38759944,-85.69267724
"50","Madison, Alabama, US","US","Alabama","Madison",84001089,34.76327133,-86.55069633
"51","Marengo, Alabama, US","US","Alabama","Marengo",84001091,32.24767634,-87.78796182
"52","Marion, Alabama, US","US","Alabama","Marion",84001093,34.13697363,-87.88704173
"53","Marshall, Alabama, US","US","Alabama","Marshall",84001095,34.36975964,-86.30486727
"54","Mobile, Alabama, US","US","Alabama","Mobile",84001097,30.78472347,-88.20842409
"55","Monroe, Alabama, US","US","Alabama","Monroe",84001099,31.56729412,-87.36995001
"56","Montgomery, Alabama, US","US","Alabama","Montgomery",84001101,32.2206831,-86.20969272
"57","Morgan, Alabama, US","US","Alabama","Morgan",84001103,34.45500589,-86.85475946
"58","Perry, Alabama, US","US","Alabama","Perry",84001105,32.64048341,-87.29770589
"59","Pickens, Alabama, US","US","Alabama","Pickens",84001107,33.28094866,-88.08818103
"60","Pike, Alabama, US","US","Alabama","Pike",84001109,31.80396383,-85.9408295
"61","Randolph, Alabama, US","US","Alabama","Randolph",84001111,33.29526734,-85.45708831
"62","Russell, Alabama, US","US","Alabama","Russell",84001113,32.28725256,-85.18415324
"63","St. Clair, Alabama, US","US","Alabama","St. Clair",84001115,33.71902176,-86.31029372
"64","Shelby, Alabama, US","US","Alabama","Shelby",84001117,33.26879845,-86.66232561
"65","Sumter, Alabama, US","US","Alabama","Sumter",84001119,32.59117397,-88.19916205
"66","Talladega, Alabama, US","US","Alabama","Talladega",84001121,33.37823223,-86.16886178
"67","Tallapoosa, Alabama, US","US","Alabama","Tallapoosa",84001123,32.86698258,-85.79833053
"68","Tuscaloosa, Alabama, US","US","Alabama","Tuscaloosa",84001125,33.28726072,-87.52556818
"69","Walker, Alabama, US","US","Alabama","Walker",84001127,33.80270512,-87.30027177
"70","Washington, Alabama, US","US","Alabama","Washington",84001129,31.4092794,-88.20689944
"71","Wilcox, Alabama, US","US","Alabama","Wilcox",84001131,31.98773215,-87.30891118
"72","Winston, Alabama, US","US","Alabama","Winston",84001133,34.15030532,-87.37325922
"73","Aleutians East, Alaska, US","US","Alaska","Aleutians East",84002013,55.32222414,-161.9722021
"74","Aleutians West, Alaska, US","US","Alaska","Aleutians West",84002016,52.72541116,-110.4086433
"75","Anchorage,Alaska,US","US","Alaska","Anchorage",84002020,61.14998174,-149.1426986
"76","Bethel, Alaska, US","US","Alaska","Bethel",84002050,60.90980451,-159.8561831
"77","Bristol Bay, Alaska, US","US","Alaska","Bristol Bay",84002060,58.74513976,-156.701064
"78","Denali, Alaska, US","US","Alaska","Denali",84002068,63.67264044,-150.0076108
"79","Dillingham, Alaska, US","US","Alaska","Dillingham",84002070,59.79603738,-158.2381942
"80","Fairbanks North Star,Alaska,US","US","Alaska","Fairbanks North Star",84002090,64.80726247,-146.5692662
"81","Haines, Alaska, US","US","Alaska","Haines",84002100,59.09893571,-135.4679843
"82","Hoonah-Angoon, Alaska, US","US","Alaska","Hoonah-Angoon",84002105,58.29307365,-135.6424424
"83","Juneau, Alaska, US","US","Alaska","Juneau",84002110,58.45031811,-134.200436
"84","Kenai Peninsula,Alaska,US","US","Alaska","Kenai Peninsula",84002122,60.24429722,-151.5388884
"85","Ketchikan Gateway, Alaska, US","US","Alaska","Ketchikan Gateway",84002130,55.57445008,-130.975561
"86","Kodiak Island, Alaska, US","US","Alaska","Kodiak Island",84002150,57.65529415,-153.7493579
"87","Kusilvak, Alaska, US","US","Alaska","Kusilvak",84002158,62.1542916,-163.3967883
"88","Lake and Peninsula, Alaska, US","US","Alaska","Lake and Peninsula",84002164,58.62403337,-156.2140589
"89","Matanuska-Susitna,Alaska,US","US","Alaska","Matanuska-Susitna",84002170,62.31305045,-149.5741743
"90","Nome, Alaska, US","US","Alaska","Nome",84002180,64.90320724,-164.0353804
"91","North Slope, Alaska, US","US","Alaska","North Slope",84002185,69.31479216,-153.4836093
"92","Northwest Arctic, Alaska, US","US","Alaska","Northwest Arctic",84002188,67.04919196,-159.7503946
"93","Petersburg, Alaska, US","US","Alaska","Petersburg",84002195,57.13978948,-132.9540995
"94","Prince of Wales-Hyder, Alaska, US","US","Alaska","Prince of Wales-Hyder",84002198,55.76261984,-133.0511621
"95","Sitka, Alaska, US","US","Alaska","Sitka",84002220,57.24124555,-135.3206587
"96","Skagway, Alaska, US","US","Alaska","Skagway",84002230,59.56149996,-135.3337748
"97","Southeast Fairbanks, Alaska, US","US","Alaska","Southeast Fairbanks",84002240,63.87692095,-143.2127643
"98","Valdez-Cordova, Alaska, US","US","Alaska","Valdez-Cordova",84002261,61.47502768,-144.7126799
"99","Wrangell, Alaska, US","US","Alaska","Wrangell",84002275,56.3202004,-132.0583731
"100","Yakutat, Alaska, US","US","Alaska","Yakutat",84002282,59.8909808,-140.3601451
"101","Yukon-Koyukuk, Alaska, US","US","Alaska","Yukon-Koyukuk",84002290,65.50815459,-151.3907387
"102","Apache, Arizona, US","US","Arizona","Apache",84004001,35.39465006,-109.4892383
"103","Cochise, Arizona, US","US","Arizona","Cochise",84004003,31.87934684,-109.7516088
"104","Coconino, Arizona, US","US","Arizona","Coconino",84004005,35.83883429,-111.7707178
"105","Gila, Arizona, US","US","Arizona","Gila",84004007,33.80190085,-110.8132779
"106","Graham, Arizona, US","US","Arizona","Graham",84004009,32.93166885,-109.8882178
"107","Greenlee, Arizona, US","US","Arizona","Greenlee",84004011,33.21498827,-109.2405279
"108","La Paz, Arizona, US","US","Arizona","La Paz",84004012,33.72854224,-113.9810029
"109","Maricopa, Arizona, US","US","Arizona","Maricopa",84004013,33.34835867,-112.4918154
"110","Mohave, Arizona, US","US","Arizona","Mohave",84004015,35.70471703,-113.7577902
"111","Navajo, Arizona, US","US","Arizona","Navajo",84004017,35.3997715,-110.3218983
"112","Pima, Arizona, US","US","Arizona","Pima",84004019,32.0971334,-111.7890033
"113","Pinal, Arizona, US","US","Arizona","Pinal",84004021,32.90525627,-111.3449483
"114","Santa Cruz, Arizona, US","US","Arizona","Santa Cruz",84004023,31.52508998,-110.8479088
"115","Yavapai, Arizona, US","US","Arizona","Yavapai",84004025,34.59933926,-112.5538588
"116","Yuma, Arizona, US","US","Arizona","Yuma",84004027,32.76895712,-113.9066674
"117","Arkansas, Arkansas, US","US","Arkansas","Arkansas",84005001,34.29145151,-91.37277296
"118","Ashley, Arkansas, US","US","Arkansas","Ashley",84005003,33.19153461,-91.7698471
"119","Baxter, Arkansas, US","US","Arkansas","Baxter",84005005,36.28784385,-92.33782872
"120","Benton, Arkansas, US","US","Arkansas","Benton",84005007,36.33644656,-94.25680817
"121","Boone, Arkansas, US","US","Arkansas","Boone",84005009,36.3084504,-93.09374925
"122","Bradley, Arkansas, US","US","Arkansas","Bradley",84005011,33.46755808,-92.15980837
"123","Calhoun, Arkansas, US","US","Arkansas","Calhoun",84005013,33.55598792,-92.49974403
"124","Carroll, Arkansas, US","US","Arkansas","Carroll",84005015,36.3403856,-93.54270261
"125","Chicot, Arkansas, US","US","Arkansas","Chicot",84005017,33.26458973,-91.29539209
"126","Clark, Arkansas, US","US","Arkansas","Clark",84005019,34.04613432,-93.17484713
"127","Clay, Arkansas, US","US","Arkansas","Clay",84005021,36.36826212,-90.4148172
"128","Cleburne, Arkansas, US","US","Arkansas","Cleburne",84005023,35.53864922,-92.02640019
"129","Cleveland, Arkansas, US","US","Arkansas","Cleveland",84005025,33.89723187,-92.18537045
"130","Columbia, Arkansas, US","US","Arkansas","Columbia",84005027,33.21230701,-93.22642793
"131","Conway, Arkansas, US","US","Arkansas","Conway",84005029,35.26205537,-92.70506566
"132","Craighead, Arkansas, US","US","Arkansas","Craighead",84005031,35.83018283,-90.63235729
"133","Crawford, Arkansas, US","US","Arkansas","Crawford",84005033,35.58928601,-94.2446814
"134","Crittenden, Arkansas, US","US","Arkansas","Crittenden",84005035,35.21247318,-90.30839406
"135","Cross, Arkansas, US","US","Arkansas","Cross",84005037,35.29631396,-90.77185818
"136","Dallas, Arkansas, US","US","Arkansas","Dallas",84005039,33.97042763,-92.65167437
"137","Desha, Arkansas, US","US","Arkansas","Desha",84005041,33.83011025,-91.25500948
"138","Drew, Arkansas, US","US","Arkansas","Drew",84005043,33.59035001,-91.71777921
"139","Faulkner, Arkansas, US","US","Arkansas","Faulkner",84005045,35.14719007,-92.33717519
"140","Franklin, Arkansas, US","US","Arkansas","Franklin",84005047,35.51202821,-93.89299569
"141","Fulton, Arkansas, US","US","Arkansas","Fulton",84005049,36.38177105,-91.81729127
"142","Garland, Arkansas, US","US","Arkansas","Garland",84005051,34.57692074,-93.14921604
"143","Grant, Arkansas, US","US","Arkansas","Grant",84005053,34.29017991,-92.42320562
"144","Greene, Arkansas, US","US","Arkansas","Greene",84005055,36.1173546,-90.55832668
"145","Hempstead, Arkansas, US","US","Arkansas","Hempstead",84005057,33.73325583,-93.66935133
"146","Hot Spring, Arkansas, US","US","Arkansas","Hot Spring",84005059,34.31709259,-92.95396325
"147","Howard, Arkansas, US","US","Arkansas","Howard",84005061,34.09007427,-93.9934871
"148","Independence, Arkansas, US","US","Arkansas","Independence",84005063,35.74242707,-91.57001641
"149","Izard, Arkansas, US","US","Arkansas","Izard",84005065,36.09604046,-91.90847954
"150","Jackson, Arkansas, US","US","Arkansas","Jackson",84005067,35.59802983,-91.21494602
"151","Jefferson, Arkansas, US","US","Arkansas","Jefferson",84005069,34.26767081,-91.92619839
"152","Johnson, Arkansas, US","US","Arkansas","Johnson",84005071,35.56759135,-93.46036368
"153","Lafayette, Arkansas, US","US","Arkansas","Lafayette",84005073,33.24116713,-93.60677071
"154","Lawrence, Arkansas, US","US","Arkansas","Lawrence",84005075,36.04188196,-91.10867198
"155","Lee, Arkansas, US","US","Arkansas","Lee",84005077,34.78498904,-90.78383866
"156","Lincoln, Arkansas, US","US","Arkansas","Lincoln",84005079,33.95317155,-91.74002806
"157","Little River, Arkansas, US","US","Arkansas","Little River",84005081,33.70375665,-94.23468591
"158","Logan, Arkansas, US","US","Arkansas","Logan",84005083,35.21413234,-93.71951016
"159","Lonoke, Arkansas, US","US","Arkansas","Lonoke",84005085,34.75392199,-91.88742357
"160","Madison, Arkansas, US","US","Arkansas","Madison",84005087,36.01038185,-93.72524943
"161","Marion, Arkansas, US","US","Arkansas","Marion",84005089,36.26844485,-92.68451899
"162","Miller, Arkansas, US","US","Arkansas","Miller",84005091,33.31403423,-93.89285258
"163","Mississippi, Arkansas, US","US","Arkansas","Mississippi",84005093,35.76271485,-90.0519437
"164","Monroe, Arkansas, US","US","Arkansas","Monroe",84005095,34.6815935,-91.20540287
"165","Montgomery, Arkansas, US","US","Arkansas","Montgomery",84005097,34.53704874,-93.65824478
"166","Nevada, Arkansas, US","US","Arkansas","Nevada",84005099,33.66340119,-93.30632432
"167","Newton, Arkansas, US","US","Arkansas","Newton",84005101,35.91947491,-93.21612969
"168","Ouachita, Arkansas, US","US","Arkansas","Ouachita",84005103,33.58839816,-92.87795984
"169","Perry, Arkansas, US","US","Arkansas","Perry",84005105,34.9459153,-92.94372564
"170","Phillips, Arkansas, US","US","Arkansas","Phillips",84005107,34.43268455,-90.84800154
"171","Pike, Arkansas, US","US","Arkansas","Pike",84005109,34.16250414,-93.65789349
"172","Poinsett, Arkansas, US","US","Arkansas","Poinsett",84005111,35.57433534,-90.66268713
"173","Polk, Arkansas, US","US","Arkansas","Polk",84005113,34.48254879,-94.22728802
"174","Pope, Arkansas, US","US","Arkansas","Pope",84005115,35.44871474,-93.03212219
"175","Prairie, Arkansas, US","US","Arkansas","Prairie",84005117,34.83624419,-91.55162157
"176","Pulaski, Arkansas, US","US","Arkansas","Pulaski",84005119,34.77054088,-92.31355101
"177","Randolph, Arkansas, US","US","Arkansas","Randolph",84005121,36.3415714,-91.02455531
"178","St. Francis, Arkansas, US","US","Arkansas","St. Francis",84005123,35.02201976,-90.74828138
"179","Saline, Arkansas, US","US","Arkansas","Saline",84005125,34.64916145,-92.67583224
"180","Scott, Arkansas, US","US","Arkansas","Scott",84005127,34.85588887,-94.0632176
"181","Searcy, Arkansas, US","US","Arkansas","Searcy",84005129,35.9109364,-92.69936482
"182","Sebastian, Arkansas, US","US","Arkansas","Sebastian",84005131,35.19605503,-94.27162713
"183","Sevier, Arkansas, US","US","Arkansas","Sevier",84005133,33.99780401,-94.2424869
"184","Sharp, Arkansas, US","US","Arkansas","Sharp",84005135,36.16258158,-91.47819342
"185","Stone, Arkansas, US","US","Arkansas","Stone",84005137,35.86251946,-92.15684085
"186","Union, Arkansas, US","US","Arkansas","Union",84005139,33.16887091,-92.59746952
"187","Van Buren, Arkansas, US","US","Arkansas","Van Buren",84005141,35.58095779,-92.51295036
"188","Washington, Arkansas, US","US","Arkansas","Washington",84005143,35.976844,-94.21800746
"189","White, Arkansas, US","US","Arkansas","White",84005145,35.25688493,-91.74908296
"190","Woodruff, Arkansas, US","US","Arkansas","Woodruff",84005147,35.18902527,-91.2439489
"191","Yell, Arkansas, US","US","Arkansas","Yell",84005149,35.00292371,-93.41171338
"192","Alameda, California, US","US","California","Alameda",84006001,37.64629437,-121.8929271
"193","Alpine, California, US","US","California","Alpine",84006003,38.59678594,-119.8223594
"194","Amador, California, US","US","California","Amador",84006005,38.44583082,-120.65696
"195","Butte, California, US","US","California","Butte",84006007,39.66727762,-121.6005252
"196","Calaveras, California, US","US","California","Calaveras",84006009,38.20537103,-120.552913
"197","Colusa, California, US","US","California","Colusa",84006011,39.17881957,-122.2331726
"198","Contra Costa, California, US","US","California","Contra Costa",84006013,37.91923498,-121.9289527
"199","Del Norte, California, US","US","California","Del Norte",84006015,41.74228275,-123.8974063
"200","El Dorado, California, US","US","California","El Dorado",84006017,38.77965956,-120.5233166
"201","Fresno, California, US","US","California","Fresno",84006019,36.75733899,-119.6466953
"202","Glenn, California, US","US","California","Glenn",84006021,39.59875897,-122.3938452
"203","Humboldt, California, US","US","California","Humboldt",84006023,40.69923009,-123.876044
"204","Imperial, California, US","US","California","Imperial",84006025,33.0393082,-115.3669042
"205","Inyo, California, US","US","California","Inyo",84006027,36.51112084,-117.4111978
"206","Kern, California, US","US","California","Kern",84006029,35.34329425,-118.7277796
"207","Kings, California, US","US","California","Kings",84006031,36.07409056,-119.8159973
"208","Lake, California, US","US","California","Lake",84006033,39.10124298,-122.7536244
"209","Lassen, California, US","US","California","Lassen",84006035,40.67311306,-120.5935099
"210","Los Angeles, California, US","US","California","Los Angeles",84006037,34.30828379,-118.2282411
"211","Madera, California, US","US","California","Madera",84006039,37.21513971,-119.7665589
"212","Marin, California, US","US","California","Marin",84006041,38.07122463,-122.7210631
"213","Mariposa, California, US","US","California","Mariposa",84006043,37.57978556,-119.9073334
"214","Mendocino, California, US","US","California","Mendocino",84006045,39.4381191,-123.3911313
"215","Merced, California, US","US","California","Merced",84006047,37.18922369,-120.7209035
"216","Modoc, California, US","US","California","Modoc",84006049,41.58965602,-120.7244817
"217","Mono, California, US","US","California","Mono",84006051,37.93899289,-118.8872409
"218","Monterey, California, US","US","California","Monterey",84006053,36.21862405,-121.2413397
"219","Napa, California, US","US","California","Napa",84006055,38.50735751,-122.332839
"220","Nevada, California, US","US","California","Nevada",84006057,39.30394768,-120.7627281
"221","Orange, California, US","US","California","Orange",84006059,33.70147516,-117.7645998
"222","Placer, California, US","US","California","Placer",84006061,39.06167234,-120.7240569
"223","Plumas, California, US","US","California","Plumas",84006063,40.00355989,-120.8395236
"224","Riverside, California, US","US","California","Riverside",84006065,33.74314981,-115.9933578
"225","Sacramento, California, US","US","California","Sacramento",84006067,38.45106826,-121.3425374
"226","San Benito, California, US","US","California","San Benito",84006069,36.60308176,-121.069975
"227","San Bernardino, California, US","US","California","San Bernardino",84006071,34.84060306,-116.1774685
"228","San Diego, California, US","US","California","San Diego",84006073,33.03484597,-116.7365326
"229","San Francisco, California, US","US","California","San Francisco",84006075,37.75215114,-122.4385672
"230","San Joaquin, California, US","US","California","San Joaquin",84006077,37.93433732,-121.2730061
"231","San Luis Obispo, California, US","US","California","San Luis Obispo",84006079,35.38822029,-120.4039028
"232","San Mateo, California, US","US","California","San Mateo",84006081,37.4228808,-122.3275546
"233","Santa Barbara, California, US","US","California","Santa Barbara",84006083,34.65329488,-120.0188492
"234","Santa Clara, California, US","US","California","Santa Clara",84006085,37.23104908,-121.6970462
"235","Santa Cruz, California, US","US","California","Santa Cruz",84006087,37.05580291,-122.0066524
"236","Shasta, California, US","US","California","Shasta",84006089,40.76391419,-122.0396884
"237","Sierra, California, US","US","California","Sierra",84006091,39.57713498,-120.5200701
"238","Siskiyou, California, US","US","California","Siskiyou",84006093,41.59198861,-122.5407434
"239","Solano, California, US","US","California","Solano",84006095,38.26827353,-121.9357113
"240","Sonoma, California, US","US","California","Sonoma",84006097,38.52746429,-122.8862506
"241","Stanislaus, California, US","US","California","Stanislaus",84006099,37.55862499,-120.9970722
"242","Sutter, California, US","US","California","Sutter",84006101,39.03417539,-121.6945899
"243","Tehama, California, US","US","California","Tehama",84006103,40.12570935,-122.2370171
"244","Trinity, California, US","US","California","Trinity",84006105,40.6491767,-123.114713
"245","Tulare, California, US","US","California","Tulare",84006107,36.22026558,-118.8020203
"246","Tuolumne, California, US","US","California","Tuolumne",84006109,38.02644018,-119.9525093
"247","Ventura, California, US","US","California","Ventura",84006111,34.44465746,-119.0910613
"248","Yolo, California, US","US","California","Yolo",84006113,38.68278902,-121.9018288
"249","Yuba, California, US","US","California","Yuba",84006115,39.26255932,-121.3535644
"250","Adams, Colorado, US","US","Colorado","Adams",84008001,39.87432092,-104.3362578
"251","Alamosa, Colorado, US","US","Colorado","Alamosa",84008003,37.57250606,-105.7885451
"252","Arapahoe, Colorado, US","US","Colorado","Arapahoe",84008005,39.64977461,-104.3353617
"253","Archuleta, Colorado, US","US","Colorado","Archuleta",84008007,37.19474156,-107.0476867
"254","Baca, Colorado, US","US","Colorado","Baca",84008009,37.31940883,-102.5603223
"255","Bent, Colorado, US","US","Colorado","Bent",84008011,37.95474293,-103.0720195
"256","Boulder, Colorado, US","US","Colorado","Boulder",84008013,40.09313619,-105.3546767
"257","Broomfield, Colorado, US","US","Colorado","Broomfield",84008014,39.95998787,-105.0566324
"258","Chaffee, Colorado, US","US","Colorado","Chaffee",84008015,38.74745778,-106.1926573
"259","Cheyenne, Colorado, US","US","Colorado","Cheyenne",84008017,38.82777431,-102.6032558
"260","Clear Creek, Colorado, US","US","Colorado","Clear Creek",84008019,39.68864463,-105.6463118
"261","Conejos, Colorado, US","US","Colorado","Conejos",84008021,37.201606,-106.1917488
"262","Costilla, Colorado, US","US","Colorado","Costilla",84008023,37.27732493,-105.4276548
"263","Crowley, Colorado, US","US","Colorado","Crowley",84008025,38.32608609,-103.7844965
"264","Custer, Colorado, US","US","Colorado","Custer",84008027,38.10883162,-105.3683478
"265","Delta, Colorado, US","US","Colorado","Delta",84008029,38.86246243,-107.8631342
"266","Denver, Colorado, US","US","Colorado","Denver",84008031,39.76018276,-104.8725695
"267","Dolores, Colorado, US","US","Colorado","Dolores",84008033,37.75208676,-108.5211585
"268","Douglas, Colorado, US","US","Colorado","Douglas",84008035,39.33133796,-104.930001
"269","Eagle, Colorado, US","US","Colorado","Eagle",84008037,39.62754308,-106.6933637
"270","Elbert, Colorado, US","US","Colorado","Elbert",84008039,39.28656773,-104.1358721
"271","El Paso, Colorado, US","US","Colorado","El Paso",84008041,38.83240149,-104.5251411
"272","Fremont, Colorado, US","US","Colorado","Fremont",84008043,38.47362326,-105.4399667
"273","Garfield, Colorado, US","US","Colorado","Garfield",84008045,39.59921777,-107.902708
"274","Gilpin, Colorado, US","US","Colorado","Gilpin",84008047,39.85646523,-105.5252597
"275","Grand, Colorado, US","US","Colorado","Grand",84008049,40.10603347,-106.1178042
"276","Gunnison, Colorado, US","US","Colorado","Gunnison",84008051,38.66611652,-107.0320729
"277","Hinsdale, Colorado, US","US","Colorado","Hinsdale",84008053,37.82247444,-107.3004345
"278","Huerfano, Colorado, US","US","Colorado","Huerfano",84008055,37.68473101,-104.9612585
"279","Jackson, Colorado, US","US","Colorado","Jackson",84008057,40.6659387,-106.3408905
"280","Jefferson, Colorado, US","US","Colorado","Jefferson",84008059,39.58635604,-105.2517692
"281","Kiowa, Colorado, US","US","Colorado","Kiowa",84008061,38.43260896,-102.7392145
"282","Kit Carson, Colorado, US","US","Colorado","Kit Carson",84008063,39.30497777,-102.6022199
"283","Lake, Colorado, US","US","Colorado","Lake",84008065,39.20278823,-106.3555697
"284","La Plata, Colorado, US","US","Colorado","La Plata",84008067,37.28632032,-107.8429014
"285","Larimer, Colorado, US","US","Colorado","Larimer",84008069,40.66671597,-105.4625784
"286","Las Animas, Colorado, US","US","Colorado","Las Animas",84008071,37.3153406,-104.0376458
"287","Lincoln, Colorado, US","US","Colorado","Lincoln",84008073,38.98749519,-103.5136649
"288","Logan, Colorado, US","US","Colorado","Logan",84008075,40.7249637,-103.110817
"289","Mesa, Colorado, US","US","Colorado","Mesa",84008077,39.01787888,-108.469799
"290","Mineral, Colorado, US","US","Colorado","Mineral",84008079,37.66954283,-106.9281698
"291","Moffat, Colorado, US","US","Colorado","Moffat",84008081,40.61810999,-108.2070876
"292","Montezuma, Colorado, US","US","Colorado","Montezuma",84008083,37.33859579,-108.5958857
"293","Montrose, Colorado, US","US","Colorado","Montrose",84008085,38.40214114,-108.2639022
"294","Morgan, Colorado, US","US","Colorado","Morgan",84008087,40.2627981,-103.8093302
"295","Otero, Colorado, US","US","Colorado","Otero",84008089,37.9014485,-103.7173385
"296","Ouray, Colorado, US","US","Colorado","Ouray",84008091,38.14717457,-107.7675136
"297","Park, Colorado, US","US","Colorado","Park",84008093,39.120926,-105.7182065
"298","Phillips, Colorado, US","US","Colorado","Phillips",84008095,40.59414277,-102.3577703
"299","Pitkin, Colorado, US","US","Colorado","Pitkin",84008097,39.21720112,-106.9310027
"300","Prowers, Colorado, US","US","Colorado","Prowers",84008099,37.95544985,-102.3926052
"301","Pueblo, Colorado, US","US","Colorado","Pueblo",84008101,38.17359144,-104.5127437
"302","Rio Blanco, Colorado, US","US","Colorado","Rio Blanco",84008103,39.97913541,-108.2179009
"303","Rio Grande, Colorado, US","US","Colorado","Rio Grande",84008105,37.5836865,-106.3847838
"304","Routt, Colorado, US","US","Colorado","Routt",84008107,40.48596505,-106.9905548
"305","Saguache, Colorado, US","US","Colorado","Saguache",84008109,38.08054629,-106.282466
"306","San Juan, Colorado, US","US","Colorado","San Juan",84008111,37.76248981,-107.6763289
"307","San Miguel, Colorado, US","US","Colorado","San Miguel",84008113,38.00450883,-108.4020725
"308","Sedgwick, Colorado, US","US","Colorado","Sedgwick",84008115,40.87595412,-102.3519227
"309","Summit, Colorado, US","US","Colorado","Summit",84008117,39.63803232,-106.1150762
"310","Teller, Colorado, US","US","Colorado","Teller",84008119,38.88133511,-105.1614893
"311","Washington, Colorado, US","US","Colorado","Washington",84008121,39.97015535,-103.202587
"312","Weld, Colorado, US","US","Colorado","Weld",84008123,40.55499405,-104.3929621
"313","Yuma, Colorado, US","US","Colorado","Yuma",84008125,40.00346839,-102.4258673
"314","Fairfield, Connecticut, US","US","Connecticut","Fairfield",84009001,41.26809896,-73.3881171
"315","Hartford, Connecticut, US","US","Connecticut","Hartford",84009003,41.80283011,-72.73103891
"316","Litchfield, Connecticut, US","US","Connecticut","Litchfield",84009005,41.7937534,-73.2451475
"317","Middlesex, Connecticut, US","US","Connecticut","Middlesex",84009007,41.45949668,-72.53714864
