"","deaths","continentExp","CRPS","confirmed_today","deaths_today","Date","population","confirmed","recovered","imputed","recovered_imputed","active","active_imputed","new_confirmed","net_active","net_active_imputed","new_recovered","new_recovered_imputed","new_deaths","confirmed_pM","active_pM","recovered_pM","deaths_pM","new_confirmed_pM","net_active_pM","new_recovered_pM","new_deaths_pM","recovered_per_confirmed","deaths_per_confirmed","recovered_per_deaths","day_1","day_20","day_100","day_400","day_1000","day_2000","day_5000","day_10000"
"1",128,"Europe","Austria",564,20,2020-04-01,8847037,10182,0,TRUE,0,10054,10054,567.6,549.6,549.6,0,0,18,1150.8937964202,1136.42567562451,0,14.4681207956969,64.1570731534185,62.1224936665236,0,2.03457948689488,,0.0125712040856413,,36,29,24,19,16,13,8,1
"2",146,"Europe","Austria",529,18,2020-04-02,8847037,10711,0,TRUE,0,10565,10565,542.4,526,526,0,0,16.4,1210.68782689617,1194.18512661358,0,16.5027002825918,61.3086618717657,59.454933894817,0,1.85372797694867,,0.0136308467930165,,37,30,25,20,17,14,9,2
"3",158,"Europe","Austria",418,12,2020-04-03,8847037,11129,0,TRUE,0,10971,10971,429.6,414,414,0,0,15.6,1257.93528386962,1240.07619726243,0,17.8590866071884,48.5586304205578,46.7953281985822,0,1.76330222197556,,0.0141971426004133,,38,31,26,21,18,15,10,3
"4",168,"Europe","Austria",396,10,2020-04-04,8847037,11525,0,TRUE,0,11357,11357,360.2,345,345,0,0,15.2,1302.6960325813,1283.70662403695,0,18.9894085443522,40.7141961766408,38.9961068321518,0,1.71808934448901,,0.0145770065075922,,39,32,27,22,19,16,11,4
"5",186,"Europe","Austria",241,18,2020-04-05,8847037,11766,0,TRUE,0,11580,11580,317.2,302.4,302.4,0,0,14.8,1329.93679126695,1308.9128032357,0,21.0239880312471,35.8538118468364,34.1809353798339,0,1.67287646700246,,0.01580826109128,,40,33,28,23,20,17,12,5
"6",204,"Europe","Austria",217,18,2020-04-06,8847037,11983,0,TRUE,0,11779,11779,302.2,285.2,285.2,0,0,17,1354.46477730341,1331.40620978526,0,23.0585675181419,34.1583289410907,32.2367816479122,0,1.9215472931785,,0.0170241174997914,,41,34,29,24,21,18,13,6
"7",220,"Europe","Austria",314,16,2020-04-07,8847037,12297,0,TRUE,0,12077,12077,288.8,267.8,267.8,0,0,21,1389.95688613035,1365.08980351275,0,24.8670826176041,32.6436975452912,30.2700214772471,0,2.37367606804402,,0.0178905424087176,,42,35,30,25,22,19,14,7
"8",243,"Europe","Austria",343,23,2020-04-08,8847037,12640,0,TRUE,0,12397,12397,296.4,274.6,274.6,0,0,21.8,1428.72692857507,1401.26010550199,0,27.4668230730809,33.5027422175357,31.0386403945185,0,2.46410182301713,,0.0192246835443038,,43,36,31,26,23,20,15,8
"9",273,"Europe","Austria",329,30,2020-04-09,8847037,12969,0,TRUE,0,12696,12696,315.4,292.4,292.4,0,0,23,1465.91452030776,1435.05673142319,0,30.8577888845723,35.6503538981469,33.0506134426701,0,2.59974045547679,,0.0210501966227157,,44,37,32,27,24,21,16,9
"10",295,"Europe","Austria",279,22,2020-04-10,8847037,13248,0,TRUE,0,12953,12953,302,278.6,278.6,0,0,23.4,1497.45050235463,1464.1060052083,0,33.3444971463327,34.1357225023474,31.4907691693841,0,2.64495333296334,,0.0222675120772947,,45,38,33,28,25,22,17,10
"11",319,"Europe","Austria",312,24,2020-04-11,8847037,13560,0,TRUE,0,13241,13241,259.4,238,238,0,0,21.4,1532.71654679414,1496.65927699862,0,36.0572697955259,29.3205510500295,26.9016621044989,0,2.41888894553058,,0.0235250737463127,,46,39,34,29,26,23,18,11
"12",337,"Europe","Austria",247,18,2020-04-12,8847037,13807,0,TRUE,0,13470,13470,214.8,195.8,195.8,0,0,19,1560.63549864209,1522.54364935967,0,38.0918492824208,24.2793152102789,22.1317035296676,0,2.14761168061126,,0.0244079090316506,,47,40,35,30,27,24,19,12
"13",350,"Europe","Austria",130,13,2020-04-13,8847037,13937,0,TRUE,0,13587,13587,197.2,179.4,179.4,0,0,17.8,1575.32968382522,1535.76841602448,0,39.5612678007337,22.2899486008706,20.2779755527189,0,2.0119730481516,,0.0251130085384229,,48,41,36,31,28,25,20,13
"14",368,"Europe","Austria",106,18,2020-04-14,8847037,14043,0,TRUE,0,13675,13675,162,147.2,147.2,0,0,14.8,1587.31109635915,1545.71524907153,0,41.5958472876286,18.3112153820539,16.6383389150514,0,1.67287646700245,,0.0262052268033896,,49,42,37,32,29,26,21,14
"15",384,"Europe","Austria",191,16,2020-04-15,8847037,14234,0,TRUE,0,13850,13850,128.2,113.6,113.6,0,0,14.6,1608.90024535898,1565.49588297189,0,43.4043623870907,14.4907272344402,12.840457206181,0,1.65027002825918,,0.0269776591260363,,50,43,38,33,30,27,22,15
"16",393,"Europe","Austria",136,9,2020-04-16,8847037,14370,0,TRUE,0,13977,13977,133.2,117,117,0,0,16.2,1624.27262370441,1579.85097157387,0,44.4216521305382,15.0558882030221,13.2247666648167,0,1.83112153820539,,0.027348643006263,,51,44,39,34,31,28,23,16
"17",410,"Europe","Austria",78,17,2020-04-17,8847037,14448,0,TRUE,0,14038,14038,123.8,108.8,108.8,0,0,15,1633.08913481429,1586.74593539057,0,46.3431994237167,13.9933855820881,12.2979026763424,0,1.69548290574573,,0.0283776301218162,,52,45,40,35,32,29,24,17
"18",431,"Europe","Austria",155,21,2020-04-18,8847037,14603,0,TRUE,0,14172,14172,95.2,81.6,81.6,0,0,13.6,1650.60912484033,1601.89224934857,0,48.7168754917607,10.7606648417996,9.22342700725678,0,1.5372378345428,,0.0295144833253441,,53,46,41,36,33,30,25,18
"19",443,"Europe","Austria",59,12,2020-04-19,8847037,14662,0,TRUE,0,14219,14219,82.6,68.8,68.8,0,0,13.8,1657.27802426959,1607.20476245324,0,50.0732618163573,9.33645920097316,7.77661492768709,0,1.55984427328607,,0.030214159050607,,54,47,42,37,34,31,26,19
"20",452,"Europe","Austria",48,9,2020-04-20,8847037,14710,0,TRUE,0,14258,14258,77,66.4,66.4,0,0,10.6,1662.70356956798,1611.61301800818,0,51.0905515598047,8.70347891616142,7.50533766276777,0,1.19814125339365,,0.0307273963290279,,55,48,43,38,35,32,27,20
"21",462,"Europe","Austria",73,10,2020-04-21,8847037,14783,0,TRUE,0,14321,14321,64.2,51.6,51.6,0,0,12.6,1670.95491970928,1618.73404621231,0,52.2208734969685,7.25666683659173,5.83246119576532,0,1.42420564082641,,0.0312521139146317,,56,49,44,39,36,33,28,21
"22",463,"Europe","Austria",50,1,2020-04-22,8847037,14833,0,TRUE,0,14370,14370,64.6,51.6,51.6,0,0,13,1676.6065293951,1624.27262370441,0,52.3339056906849,7.30187971407828,5.83246119576532,0,1.46941851831297,,0.0312141845884177,,57,50,45,40,37,34,29,22
"23",494,"Europe","Austria",91,31,2020-04-23,8847037,14924,0,TRUE,0,14430,14430,71.6,59.4,59.4,0,0,12.2,1686.89245902329,1631.05455532739,0,55.8379036958928,8.09310507009296,6.7141123067531,0,1.37899276333986,,0.0331010452961672,,58,51,46,41,38,35,30,23
"24",508,"Europe","Austria",61,14,2020-04-24,8847037,14985,0,TRUE,0,14477,14477,70.2,55.4,55.4,0,0,14.8,1693.78742283999,1636.36706843206,0,57.4203544079221,7.93485999889002,6.26198353188757,0,1.67287646700246,,0.0339005672339006,,59,52,47,42,39,36,31,24
"25",513,"Europe","Austria",83,5,2020-04-25,8847037,15068,0,TRUE,0,14555,14555,71.2,55.4,55.4,0,0,15.8,1703.16909491845,1645.18357954194,0,57.985515376504,8.04789219260641,6.26198353188757,0,1.78590866071884,,0.0340456596761349,,60,53,48,43,40,37,32,25
"26",536,"Europe","Austria",66,23,2020-04-26,8847037,15134,0,TRUE,0,14598,14598,66.4,55.4,55.4,0,0,11,1710.62921970373,1650.04396387175,0,60.5852558319808,7.50533766276777,6.26198353188757,0,1.2433541308802,,0.0354169419849346,,61,54,49,44,41,38,33,26
"27",542,"Europe","Austria",55,6,2020-04-27,8847037,15189,0,TRUE,0,14647,14647,65.8,53.6,53.6,0,0,12.2,1716.84599035813,1655.58254136385,0,61.2634489942791,7.43751834653794,6.05852558319808,0,1.37899276333986,,0.0356837184804793,,62,55,50,45,42,39,34,27
"28",549,"Europe","Austria",67,7,2020-04-28,8847037,15256,0,TRUE,0,14707,14707,59.2,45.8,45.8,0,0,13.4,1724.41914733713,1662.36447298683,0,62.0546743502938,6.69150586800982,5.1768744722103,0,1.51463139579952,,0.0359858416360776,,63,56,51,46,43,40,35,28
"29",569,"Europe","Austria",58,20,2020-04-29,8847037,15314,0,TRUE,0,14745,14745,58,48.4,48.4,0,0,9.6,1730.97501457268,1666.65969634805,0,64.3153182246214,6.55586723555016,5.47075817587289,0,1.08510905967727,,0.0371555439467154,,64,57,52,47,44,41,36,29
"30",580,"Europe","Austria",50,11,2020-04-30,8847037,15364,0,TRUE,0,14784,14784,53.8,44.4,44.4,0,0,9.4,1736.62662425849,1671.06795190299,0,65.5586723555016,6.08113202194136,5.01862940100737,0,1.06250262093399,,0.0377505857849518,,65,58,53,48,45,42,37,30
"31",584,"Europe","Austria",60,4,2020-05-01,8847037,15424,0,TRUE,0,14840,14840,42.8,33.4,33.4,0,0,9.4,1743.40855588148,1677.39775475111,0,66.0108011303672,4.83777789106115,3.77527527012716,0,1.06250262093399,,0.0378630705394191,,66,59,54,49,46,43,38,31
"32",589,"Europe","Austria",34,5,2020-05-02,8847037,15458,0,TRUE,0,14869,14869,44.8,39,39,0,0,5.8,1747.25165046783,1680.67568836889,0,66.5759620989491,5.06384227849392,4.4082555549389,0,0.655586723555016,,0.0381032475093803,,67,60,55,50,47,44,39,32
"33",596,"Europe","Austria",12,7,2020-05-03,8847037,15470,0,TRUE,0,14874,14874,41,37,37,0,0,4,1748.60803679243,1681.24084933747,0,67.3671874549637,4.63431994237167,4.18219116750614,0,0.452128774865528,,0.0385261797026503,,68,61,56,51,48,45,40,33
"34",598,"Europe","Austria",68,2,2020-05-04,8847037,15538,0,TRUE,0,14940,14940,32.4,28,28,0,0,4.4,1756.29422596515,1688.70097412275,0,67.5932518423965,3.66224307641078,3.1649014240587,0,0.497341652352081,,0.0384862916720299,,69,62,57,52,49,46,41,34
"35",600,"Europe","Austria",31,2,2020-05-05,8847037,15569,0,TRUE,0,14969,14969,38.6,34.8,34.8,0,0,3.8,1759.79822397035,1691.97890774052,0,67.8193162298293,4.36304267745235,3.9335203413301,0,0.429522336122252,,0.0385381206243176,,70,63,58,53,50,47,42,35
"36",606,"Europe","Austria",17,6,2020-05-06,8847037,15586,0,TRUE,0,14980,14980,40.6,38,38,0,0,2.6,1761.71977126353,1693.2222618714,0,68.4975093921276,4.58910706488511,4.29522336122252,0,0.293883703662593,,0.0388810470935455,,71,64,59,54,51,48,43,36
"37",608,"Europe","Austria",65,2,2020-05-07,8847037,15651,0,TRUE,0,15043,15043,39.4,36.2,36.2,0,0,3.2,1769.0668638551,1700.34329007554,0,68.7235737795603,4.45346843242546,4.09176541253303,0,0.361703019892423,,0.0388473579962942,,72,65,60,55,52,49,44,37
"38",609,"Europe","Austria",22,1,2020-05-08,8847037,15673,0,TRUE,0,15064,15064,,,,,,,1771.55357211686,1702.71696614358,0,68.8366059732767,,,,,,0.0388566324251898,,73,66,61,56,53,50,45,38
"39",614,"Europe","Austria",62,5,2020-05-09,8847037,15735,0,TRUE,0,15121,15121,,,,,,,1778.56156812727,1709.15980118541,0,69.4017669418586,,,,,,0.0390212901175723,,74,67,62,57,54,51,46,39
"40",182,"Asia","Bangladesh",688,5,2020-05-05,161356039,10143,3,TRUE,3,9958,9958,696.2,693,693,0,0,3.2,62.8609878059786,61.7144549513886,0.0185924246690265,1.12794042992094,4.31468201819208,4.29485009854512,0,0.0198319196469616,0.000295770482105886,0.0179434092477571,0.0164835164835165,52,45,29,25,21,17,9,1
"41",183,"Asia","Bangladesh",786,1,2020-05-06,161356039,10929,3,TRUE,3,10743,10743,727,722.2,722.2,0,0,4.8,67.7322030692635,66.5794727397839,0.0185924246690265,1.13413790481062,4.50556424479409,4.47581636532364,0,0.0297478794704424,0.000274499039253363,0.0167444413944551,0.0163934426229508,53,46,30,26,22,18,10,2
"42",186,"Asia","Bangladesh",790,3,2020-05-07,161356039,11719,3,TRUE,3,11530,11530,735.8,730,730,0,0,5.8,72.6282082321071,71.4568854779585,0.0185924246690265,1.15273032947964,4.56010202382323,4.52415666946311,0,0.0359453543601179,0.000255994538783173,0.0158716614045567,0.0161290322580645,54,47,31,27,23,19,11,3
"43",199,"Asia","Bangladesh",706,13,2020-05-08,161356039,12425,3,TRUE,3,12223,12223,,,,,,,77.003625504218,75.7517355765036,0.0185924246690265,1.23329750304542,,,,,0.000241448692152918,0.0160160965794769,0.0150753768844221,55,48,32,28,24,20,12,4
"44",206,"Asia","Bangladesh",709,7,2020-05-09,161356039,13134,3,TRUE,3,12925,12925,,,,,,,81.397635200998,80.1023629490558,0.0185924246690265,1.27667982727315,,,,,0.000228414801279123,0.0156844830211664,0.0145631067961165,56,49,33,29,25,21,13,5
"45",72,"Europe","Belarus",873,5,2020-04-27,9485386,10463,0,TRUE,0,10391,10391,837.2,833.4,833.4,0,0,3.8,1103.06528379551,1095.47465965012,0,7.59062414539587,88.2620907572976,87.8614744829573,0,0.400616274340338,,0.00688139157029533,,52,44,28,22,19,16,7,1
"46",75,"Europe","Belarus",826,3,2020-04-28,9485386,11289,0,TRUE,0,11214,11214,881.6,877.4,877.4,0,0,4.2,1190.14661079686,1182.23971064541,0,7.90690015145404,92.9429756469584,92.500189238477,0,0.442786408481426,,0.0066436353972894,,53,45,29,23,20,17,8,2
"47",79,"Europe","Belarus",919,4,2020-04-29,9485386,12208,0,TRUE,0,12129,12129,887.4,883,883,0,0,4.4,1287.03249398601,1278.70389249315,0,8.32860149286492,93.5544425920042,93.0905711164522,0,0.46387147555197,,0.00647116644823067,,54,46,30,24,21,18,9,3
"48",84,"Europe","Belarus",973,5,2020-04-30,9485386,13181,0,TRUE,0,13097,13097,890.8,886.6,886.6,0,0,4.2,1389.61134528421,1380.75561711458,0,8.85572816962852,93.9128887322034,93.470102323722,0,0.442786408481426,,0.00637280934678704,,55,47,31,25,22,19,10,4
"49",89,"Europe","Belarus",846,5,2020-05-01,9485386,14027,0,TRUE,0,13938,13938,907.8,903.4,903.4,0,0,4.4,1478.80117899261,1469.41832414622,0,9.38285484639212,95.7051194331997,95.2412479576477,0,0.46387147555197,,0.00634490625222785,,56,48,32,26,23,20,11,5
"50",93,"Europe","Belarus",890,4,2020-05-02,9485386,14917,0,TRUE,0,14824,14824,899.4,895.4,895.4,0,0,4,1572.62972745653,1562.82517126873,0,9.804556187803,94.8195466162368,94.3978452748259,0,0.421701341410882,,0.0062344975531273,,57,49,33,27,24,21,12,6
"51",97,"Europe","Belarus",911,4,2020-05-03,9485386,15828,0,TRUE,0,15731,15731,861.6,857.8,857.8,0,0,3.8,1668.67220796286,1658.44595043365,0,10.2262575292139,90.834468939904,90.4338526655636,0,0.400616274340338,,0.00612838008592368,,58,50,34,28,25,22,13,7
"52",99,"Europe","Belarus",877,2,2020-05-04,9485386,16705,0,TRUE,0,16606,16606,864.6,861,861,0,0,3.6,1761.1302270672,1750.69311886728,0,10.4371081999193,91.1507449459621,90.7712137386923,0,0.379531207269794,,0.00592636935049386,,59,51,35,29,26,23,14,8
"53",103,"Europe","Belarus",784,4,2020-05-05,9485386,17489,0,TRUE,0,17386,17386,867.6,863.8,863.8,0,0,3.8,1843.78368998373,1832.9248804424,0,10.8588095413302,91.4670209520203,91.06640467768,0,0.400616274340338,,0.00588941620447138,,60,52,36,30,27,24,15,9
"54",107,"Europe","Belarus",861,4,2020-05-06,9485386,18350,0,TRUE,0,18243,18243,868,864.2,864.2,0,0,3.8,1934.55490372242,1923.27439283968,0,11.2805108827411,91.5091910861614,91.108574811821,0,0.400616274340338,,0.00583106267029973,,61,53,37,31,28,25,16,10
"55",112,"Europe","Belarus",905,5,2020-05-07,9485386,19255,0,TRUE,0,19143,19143,879.2,874.8,874.8,0,0,4.4,2029.96483221663,2018.15719465713,0,11.8076375595047,92.6899548421119,92.2260833665599,0,0.46387147555197,,0.00581667099454687,,62,54,38,32,29,26,17,11
"56",116,"Europe","Belarus",913,4,2020-05-08,9485386,20168,0,TRUE,0,20052,20052,,,,,,,2126.21816339367,2113.98882449275,0,12.2293389009156,,,,,,0.0057516858389528,,63,55,39,33,30,27,18,12
"57",121,"Europe","Belarus",933,5,2020-05-09,9485386,21101,0,TRUE,0,20980,20980,,,,,,,2224.58000127775,2211.82353570008,0,12.7564655776792,,,,,,0.0057343253874224,,64,56,40,34,31,28,19,13
"58",431,"Europe","Belgium",1702,78,2020-03-30,11422068,10836,0,TRUE,0,10405,10405,1308,1211,1211,0,0,97,948.689851960258,910.955879443197,0,37.7339725170608,114.51516485456,106.022832292716,0,8.49233256184432,,0.0397748246585456,,56,26,24,17,14,10,4,1
"59",513,"Europe","Belgium",1063,82,2020-03-31,11422068,11899,0,TRUE,0,11386,11386,1336,1228.2,1228.2,0,0,107.8,1041.75531085964,996.842253084117,0,44.9130577755272,116.966559820866,107.52868920059,0,9.43787062027647,,0.0431128666274477,,57,27,25,18,15,11,5,2
"60",705,"Europe","Belgium",876,192,2020-04-01,11422068,12775,0,TRUE,0,12070,12070,1242.8,1111.2,1111.2,0,0,131.6,1118.44895337692,1056.72633011815,0,61.7226232587654,108.806916575878,97.2853602342413,0,11.5215563416362,,0.0551859099804305,,58,28,26,19,16,12,6,3
"61",828,"Europe","Belgium",1189,123,2020-04-02,11422068,13964,0,TRUE,0,13136,13136,1186.8,1044.4,1044.4,0,0,142.4,1222.54568962468,1150.05443847822,0,72.4912511464649,103.904126643266,91.437032243198,0,12.4670944000684,,0.0592953308507591,,59,29,27,20,17,13,7,4
"62",1011,"Europe","Belgium",1384,183,2020-04-03,11422068,15348,0,TRUE,0,14337,14337,1306.4,1152.4,1152.4,0,0,154,1343.71464081636,1255.20177256868,0,88.5128682476763,114.3750851422,100.892412827519,0,13.4826723146807,,0.0658717748240813,,60,30,28,21,18,14,8,5
"63",1143,"Europe","Belgium",1422,132,2020-04-04,11422068,16770,0,TRUE,0,15627,15627,1383.2,1234.8,1234.8,0,0,148.4,1468.21048517659,1368.14104065919,0,100.069444517403,121.098911335495,108.106518014076,0,12.9923933214196,,0.0681574239713775,,61,31,29,22,19,15,9,6
"64",1283,"Europe","Belgium",1661,140,2020-04-05,11422068,18431,0,TRUE,0,17148,17148,1370,1209.2,1209.2,0,0,160.8,1613.63073657065,1501.30431722172,0,112.326419348931,119.943253708523,105.865242616311,0,14.078011092212,,0.0696109814985622,,62,32,30,23,20,16,10,7
"65",1447,"Europe","Belgium",1260,164,2020-04-06,11422068,19691,0,TRUE,0,18244,18244,1369.2,1164.4,1164.4,0,0,204.8,1723.9435100544,1597.25892018853,0,126.684589865863,119.873213852343,101.943010670222,0,17.9302031821208,,0.0734853486364329,,63,33,31,24,21,17,11,8
"66",1632,"Europe","Belgium",1123,185,2020-04-07,11422068,20814,0,TRUE,0,19182,19182,1326.6,1107.2,1107.2,0,0,219.4,1822.2619581673,1679.38065155977,0,142.881306607525,116.143591510749,96.9351609533405,0,19.2084305574087,,0.0784087633323724,,64,34,32,25,22,18,12,9
"67",2035,"Europe","Belgium",1380,403,2020-04-08,11422068,22194,0,TRUE,0,20159,20159,1310.4,1062.4,1062.4,0,0,248,1943.08071007807,1764.91682591979,0,178.16388415828,114.725284423101,93.0129290072516,0,21.7123554158494,,0.0916914481391367,,65,35,33,26,23,19,13,10
"68",2240,"Europe","Belgium",1209,205,2020-04-09,11422068,23403,0,TRUE,0,21163,21163,1395.2,1080.8,1080.8,0,0,314.4,2048.92844273034,1852.81684542589,0,196.111597304446,122.149509178198,94.6238456993953,0,27.5256634788026,,0.0957142246720506,,66,36,34,27,24,20,14,11
"69",2523,"Europe","Belgium",1580,283,2020-04-10,11422068,24983,0,TRUE,0,22460,22460,1440.8,1098,1098,0,0,342.8,2187.25715868615,1966.36896225797,0,220.888196428177,126.141780980467,96.1297026072687,0,30.0120783731983,,0.100988672297162,,67,37,35,28,25,21,15,12
"70",3019,"Europe","Belgium",1684,496,2020-04-11,11422068,26667,0,TRUE,0,23648,23648,1490.6,1177.6,1177.6,0,0,313,2334.69105594539,2070.37814868551,0,264.312907259876,130.501762027682,103.098668297195,0,27.4030937304873,,0.113211084861439,,68,38,36,29,26,22,16,13
"71",3346,"Europe","Belgium",1351,327,2020-04-12,11422068,28018,0,TRUE,0,24672,24672,1437.2,1104.6,1104.6,0,0,332.6,2452.97086306963,2160.02916459611,0,292.941698473516,125.826601627656,96.707531420755,0,29.1190702069012,,0.119423227924905,,69,39,37,30,27,23,17,14
"72",3600,"Europe","Belgium",1629,254,2020-04-13,11422068,29647,0,TRUE,0,26047,26047,1227.2,900.4,900.4,0,0,326.8,2595.58952021648,2280.41016740576,0,315.179352810717,107.441139380364,78.8298581307693,0,28.6112812495951,,0.121428812358755,,70,40,38,31,28,24,18,15
"73",3903,"Europe","Belgium",942,303,2020-04-14,11422068,30589,0,TRUE,0,26686,26686,1381.2,1097,1097,0,0,284.2,2678.06145086862,2336.35450252966,0,341.706948338952,120.923811695045,96.0421527870435,0,24.8816589080016,,0.127594887050901,,71,41,39,32,29,25,19,16
"74",4157,"Europe","Belgium",530,254,2020-04-15,11422068,31119,0,TRUE,0,26962,26962,1358.2,1056,1056,0,0,302.2,2724.46285558797,2360.51825291182,0,363.944602676153,118.910165829865,92.4526101578103,0,26.4575556720552,,0.133583984061184,,72,42,40,33,30,26,20,17
"75",4440,"Europe","Belgium",2454,283,2020-04-16,11422068,33573,0,TRUE,0,29133,29133,1298.2,985.6,985.6,0,0,312.6,2939.31011442061,2550.58891262073,0,388.721201799884,113.657176616354,86.2891028139563,0,27.3680738023973,,0.132249128764186,,73,43,41,34,31,27,21,18
"76",4857,"Europe","Belgium",1236,417,2020-04-17,11422068,34809,0,TRUE,0,29952,29952,1318.8,1008.8,1008.8,0,0,310,3047.52169221896,2622.29221538517,0,425.229476833792,115.460702912993,88.3202586431809,0,27.1404442698117,,0.139532879427734,,74,44,42,35,32,28,22,19
"77",5163,"Europe","Belgium",1329,306,2020-04-18,11422068,36138,0,TRUE,0,30975,30975,1475.4,1170.2,1170.2,0,0,305.2,3163.87540329825,2711.85568147554,0,452.019721822703,129.171004760259,102.450799627528,0,26.7202051327308,,0.142869002158393,,75,45,43,36,33,29,23,20
"78",5453,"Europe","Belgium",1045,290,2020-04-19,11422068,37183,0,TRUE,0,31730,31730,1282,1004.4,1004.4,0,0,277.6,3255.36496543358,2777.95579574557,0,477.409169688011,112.238869528705,87.93503943419,0,24.3038300945153,,0.14665304036791,,76,46,44,37,34,30,24,21
"79",5683,"Europe","Belgium",1313,230,2020-04-20,11422068,38496,0,TRUE,0,32813,32813,1229.4,1001.2,1001.2,0,0,228.2,3370.31787938927,2872.77225104946,0,497.545628339807,107.63374898486,87.6548800094694,0,19.9788689753904,,0.147625727348296,,77,47,45,38,35,31,25,22
"80",5828,"Europe","Belgium",1487,145,2020-04-21,11422068,39983,0,TRUE,0,34155,34155,1150.2,930.4,930.4,0,0,219.8,3500.50446206414,2990.26410979168,0,510.240352272461,100.699803223024,81.4563527375253,0,19.2434504854988,,0.145761948828252,,78,48,46,39,36,32,26,23
"81",5998,"Europe","Belgium",973,170,2020-04-22,11422068,40956,0,TRUE,0,34958,34958,1122.8,915.4,915.4,0,0,207.4,3585.69043714326,3060.56661543251,0,525.123821710745,98.3009381488536,80.1431054341473,0,18.1578327147063,,0.146449848618029,,79,49,47,40,37,33,27,24
"82",6262,"Europe","Belgium",933,264,2020-04-23,11422068,41889,0,TRUE,0,35627,35627,1159.4,960.2,960.2,0,0,199.2,3667.37441941337,3119.13744516317,0,548.236974250197,101.505261569096,84.0653373802362,0,17.4399241888597,,0.149490319654325,,80,50,48,41,38,34,28,25
"83",6490,"Europe","Belgium",908,228,2020-04-24,11422068,42797,0,TRUE,0,36307,36307,1068.4,850.6,850.6,0,0,217.8,3746.86965617785,3178.67132291631,0,568.198333261543,93.5382279286028,74.4698770835544,0,19.0683508450484,,0.151646143421268,,81,51,49,42,39,35,29,26
"84",6679,"Europe","Belgium",1496,189,2020-04-25,11422068,44293,0,TRUE,0,37614,37614,1035.6,816.4,816.4,0,0,219.2,3877.84418723475,3293.09893795064,0,584.745249284105,90.6665938252163,71.4756732318526,0,19.1909205933637,,0.150791321427765,,82,52,50,43,40,36,30,27
"85",6917,"Europe","Belgium",1032,238,2020-04-26,11422068,45325,0,TRUE,0,38408,38408,959.6,770.6,770.6,0,0,189,3968.19560170715,3362.61349520945,0,605.582106497703,84.0128074881011,67.4658914655385,0,16.5469160225626,,0.152608935466078,,83,53,51,44,41,37,31,28
"86",7094,"Europe","Belgium",809,177,2020-04-27,11422068,46134,0,TRUE,0,39040,39040,907.4,739.2,739.2,0,0,168.2,4039.02340626934,3417.94498159177,0,621.078424677563,79.4427068723457,64.7168271104672,0,14.7258797618785,,0.153769454198639,,84,54,52,45,42,38,32,29
"87",7207,"Europe","Belgium",553,113,2020-04-28,11422068,46687,0,TRUE,0,39480,39480,713.2,548.8,548.8,0,0,164.4,4087.43845685387,3456.46690249086,0,630.97155436301,62.440531784612,48.0473413395893,0,14.3931904450227,,0.154368453745154,,85,55,53,46,43,39,33,30
"88",7331,"Europe","Belgium",647,124,2020-04-29,11422068,47334,0,TRUE,0,40003,40003,638.8,503.4,503.4,0,0,135.4,4144.08319053958,3502.25545846864,0,641.827732070935,55.9268251598572,44.0725795013653,0,11.854245658492,,0.154878100308446,,86,56,54,47,44,40,34,31
"89",7501,"Europe","Belgium",525,170,2020-04-30,11422068,47859,0,TRUE,0,40358,40358,579.6,457.8,457.8,0,0,121.8,4190.04684615781,3533.33564464859,0,656.711201509219,50.7438758025254,40.0803076990962,0,10.6635681034293,,0.156731231325352,,87,57,55,48,45,41,35,32
"90",7594,"Europe","Belgium",660,93,2020-05-01,11422068,48519,0,TRUE,0,40925,40925,566,454.4,454.4,0,0,111.6,4247.82972750644,3582.97639271628,0,664.853334790162,49.5531982474627,39.7826383103305,0,9.77055993713223,,0.156516004039655,,88,58,56,49,46,42,36,33
"91",7703,"Europe","Belgium",513,109,2020-05-02,11422068,49032,0,TRUE,0,41329,41329,514.4,411.8,411.8,0,0,102.6,4292.74278528196,3618.34652008726,0,674.396265194709,45.0356275238425,36.053015968737,0,8.98261155510543,,0.157101484744657,,89,59,57,50,47,43,37,34
"92",7765,"Europe","Belgium",485,62,2020-05-03,11422068,49517,0,TRUE,0,41752,41752,481.6,397,397,0,0,84.6,4335.20444809119,3655.38009404251,0,679.824354048671,42.1639934204559,34.7572786294041,0,7.40671479105185,,0.156814831270069,,90,60,58,51,48,44,38,35
"93",7844,"Europe","Belgium",389,79,2020-05-04,11422068,49906,0,TRUE,0,42062,42062,398,313.6,313.6,0,0,84.4,4369.26132815879,3682.52053831233,0,686.740789846462,34.8448284496293,27.4556236226225,0,7.38920482700681,,0.157175489921052,,91,61,59,52,49,45,39,36
"94",7924,"Europe","Belgium",361,80,2020-05-05,11422068,50267,0,TRUE,0,42343,42343,349.8,222.6,222.6,0,0,127.2,4400.86681326009,3707.12203779561,0,693.744775464478,30.6249271147747,19.4885899821293,0,11.1363371326453,,0.157638211948197,,92,62,60,53,50,46,40,37
"95",8016,"Europe","Belgium",242,92,2020-05-06,11422068,50509,0,TRUE,0,42493,42493,380.6,250.6,250.6,0,0,130,4422.05386975458,3720.25451082939,0,701.799358925196,33.3214615777108,21.9399849484349,0,11.3814766292759,,0.158704389316755,,93,63,61,54,51,47,41,38
