"","Country.Region","CRPS","Province.State","Date","Lat","Long","confirmed","recovered","deaths"
"45","Afghanistan","Afghanistan","",2020-03-06,33,65,1,0,0
"46","Afghanistan","Afghanistan","",2020-03-07,33,65,1,0,0
"47","Afghanistan","Afghanistan","",2020-03-08,33,65,4,0,0
"48","Afghanistan","Afghanistan","",2020-03-09,33,65,4,0,0
"49","Afghanistan","Afghanistan","",2020-03-10,33,65,5,0,0
"50","Afghanistan","Afghanistan","",2020-03-11,33,65,7,0,0
"51","Afghanistan","Afghanistan","",2020-03-12,33,65,7,0,0
"52","Afghanistan","Afghanistan","",2020-03-13,33,65,7,0,0
"53","Afghanistan","Afghanistan","",2020-03-14,33,65,11,0,0
"54","Afghanistan","Afghanistan","",2020-03-15,33,65,16,0,0
"55","Afghanistan","Afghanistan","",2020-03-16,33,65,21,1,0
"56","Afghanistan","Afghanistan","",2020-03-17,33,65,22,1,0
"57","Afghanistan","Afghanistan","",2020-03-18,33,65,22,1,0
"58","Afghanistan","Afghanistan","",2020-03-19,33,65,22,1,0
"59","Afghanistan","Afghanistan","",2020-03-20,33,65,24,1,0
"60","Afghanistan","Afghanistan","",2020-03-21,33,65,24,1,0
"61","Afghanistan","Afghanistan","",2020-03-22,33,65,40,1,1
"62","Afghanistan","Afghanistan","",2020-03-23,33,65,40,1,1
"63","Afghanistan","Afghanistan","",2020-03-24,33,65,74,1,1
"64","Afghanistan","Afghanistan","",2020-03-25,33,65,84,2,2
"65","Afghanistan","Afghanistan","",2020-03-26,33,65,94,2,4
"66","Afghanistan","Afghanistan","",2020-03-27,33,65,110,2,4
"67","Afghanistan","Afghanistan","",2020-03-28,33,65,110,2,4
"68","Afghanistan","Afghanistan","",2020-03-29,33,65,120,2,4
"69","Afghanistan","Afghanistan","",2020-03-30,33,65,170,2,4
"70","Afghanistan","Afghanistan","",2020-03-31,33,65,174,5,4
"71","Afghanistan","Afghanistan","",2020-04-01,33,65,237,5,4
"72","Afghanistan","Afghanistan","",2020-04-02,33,65,273,10,6
"73","Afghanistan","Afghanistan","",2020-04-03,33,65,281,10,6
"74","Afghanistan","Afghanistan","",2020-04-04,33,65,299,10,7
"75","Afghanistan","Afghanistan","",2020-04-05,33,65,349,15,7
"76","Afghanistan","Afghanistan","",2020-04-06,33,65,367,18,11
"77","Afghanistan","Afghanistan","",2020-04-07,33,65,423,18,14
"78","Afghanistan","Afghanistan","",2020-04-08,33,65,444,29,14
"79","Afghanistan","Afghanistan","",2020-04-09,33,65,484,32,15
"80","Afghanistan","Afghanistan","",2020-04-10,33,65,521,32,15
"81","Afghanistan","Afghanistan","",2020-04-11,33,65,555,32,18
"82","Afghanistan","Afghanistan","",2020-04-12,33,65,607,32,18
"83","Afghanistan","Afghanistan","",2020-04-13,33,65,665,32,21
"84","Afghanistan","Afghanistan","",2020-04-14,33,65,714,40,23
"85","Afghanistan","Afghanistan","",2020-04-15,33,65,784,43,25
"86","Afghanistan","Afghanistan","",2020-04-16,33,65,840,54,30
"87","Afghanistan","Afghanistan","",2020-04-17,33,65,906,99,30
"88","Afghanistan","Afghanistan","",2020-04-18,33,65,933,112,30
"89","Afghanistan","Afghanistan","",2020-04-19,33,65,996,131,33
"90","Afghanistan","Afghanistan","",2020-04-20,33,65,1026,135,36
"91","Afghanistan","Afghanistan","",2020-04-21,33,65,1092,150,36
"92","Afghanistan","Afghanistan","",2020-04-22,33,65,1176,166,40
"93","Afghanistan","Afghanistan","",2020-04-23,33,65,1279,179,42
"94","Afghanistan","Afghanistan","",2020-04-24,33,65,1351,188,43
"95","Afghanistan","Afghanistan","",2020-04-25,33,65,1463,188,47
"96","Afghanistan","Afghanistan","",2020-04-26,33,65,1531,207,50
"97","Afghanistan","Afghanistan","",2020-04-27,33,65,1703,220,57
"98","Afghanistan","Afghanistan","",2020-04-28,33,65,1828,228,58
"99","Afghanistan","Afghanistan","",2020-04-29,33,65,1939,252,60
"100","Afghanistan","Afghanistan","",2020-04-30,33,65,2171,260,64
"101","Afghanistan","Afghanistan","",2020-05-01,33,65,2335,310,68
"102","Afghanistan","Afghanistan","",2020-05-02,33,65,2469,331,72
"103","Afghanistan","Afghanistan","",2020-05-03,33,65,2704,345,85
"104","Afghanistan","Afghanistan","",2020-05-04,33,65,2894,397,90
"105","Albania","Albania","",2020-01-22,41.1533,20.1683,0,0,0
"106","Albania","Albania","",2020-01-23,41.1533,20.1683,0,0,0
"107","Albania","Albania","",2020-01-24,41.1533,20.1683,0,0,0
"108","Albania","Albania","",2020-01-25,41.1533,20.1683,0,0,0
"109","Albania","Albania","",2020-01-26,41.1533,20.1683,0,0,0
"110","Albania","Albania","",2020-01-27,41.1533,20.1683,0,0,0
"111","Albania","Albania","",2020-01-28,41.1533,20.1683,0,0,0
"112","Albania","Albania","",2020-01-29,41.1533,20.1683,0,0,0
"113","Albania","Albania","",2020-01-30,41.1533,20.1683,0,0,0
"114","Albania","Albania","",2020-01-31,41.1533,20.1683,0,0,0
"115","Albania","Albania","",2020-02-01,41.1533,20.1683,0,0,0
"116","Albania","Albania","",2020-02-02,41.1533,20.1683,0,0,0
"117","Albania","Albania","",2020-02-03,41.1533,20.1683,0,0,0
"118","Albania","Albania","",2020-02-04,41.1533,20.1683,0,0,0
"119","Albania","Albania","",2020-02-05,41.1533,20.1683,0,0,0
"120","Albania","Albania","",2020-02-06,41.1533,20.1683,0,0,0
"121","Albania","Albania","",2020-02-07,41.1533,20.1683,0,0,0
"122","Albania","Albania","",2020-02-08,41.1533,20.1683,0,0,0
"123","Albania","Albania","",2020-02-09,41.1533,20.1683,0,0,0
"124","Albania","Albania","",2020-02-10,41.1533,20.1683,0,0,0
"125","Albania","Albania","",2020-02-11,41.1533,20.1683,0,0,0
"126","Albania","Albania","",2020-02-12,41.1533,20.1683,0,0,0
"127","Albania","Albania","",2020-02-13,41.1533,20.1683,0,0,0
"128","Albania","Albania","",2020-02-14,41.1533,20.1683,0,0,0
"129","Albania","Albania","",2020-02-15,41.1533,20.1683,0,0,0
"130","Albania","Albania","",2020-02-16,41.1533,20.1683,0,0,0
"131","Albania","Albania","",2020-02-17,41.1533,20.1683,0,0,0
"132","Albania","Albania","",2020-02-18,41.1533,20.1683,0,0,0
"133","Albania","Albania","",2020-02-19,41.1533,20.1683,0,0,0
"134","Albania","Albania","",2020-02-20,41.1533,20.1683,0,0,0
"135","Albania","Albania","",2020-02-21,41.1533,20.1683,0,0,0
"136","Albania","Albania","",2020-02-22,41.1533,20.1683,0,0,0
"137","Albania","Albania","",2020-02-23,41.1533,20.1683,0,0,0
"138","Albania","Albania","",2020-02-24,41.1533,20.1683,0,0,0
"139","Albania","Albania","",2020-02-25,41.1533,20.1683,0,0,0
"140","Albania","Albania","",2020-02-26,41.1533,20.1683,0,0,0
"141","Albania","Albania","",2020-02-27,41.1533,20.1683,0,0,0
"142","Albania","Albania","",2020-02-28,41.1533,20.1683,0,0,0
"143","Albania","Albania","",2020-02-29,41.1533,20.1683,0,0,0
"144","Albania","Albania","",2020-03-01,41.1533,20.1683,0,0,0
"145","Albania","Albania","",2020-03-02,41.1533,20.1683,0,0,0
"146","Albania","Albania","",2020-03-03,41.1533,20.1683,0,0,0
"147","Albania","Albania","",2020-03-04,41.1533,20.1683,0,0,0
"148","Albania","Albania","",2020-03-05,41.1533,20.1683,0,0,0
"149","Albania","Albania","",2020-03-06,41.1533,20.1683,0,0,0
"150","Albania","Albania","",2020-03-07,41.1533,20.1683,0,0,0
"151","Albania","Albania","",2020-03-08,41.1533,20.1683,0,0,0
"152","Albania","Albania","",2020-03-09,41.1533,20.1683,2,0,0
"153","Albania","Albania","",2020-03-10,41.1533,20.1683,10,0,0
"154","Albania","Albania","",2020-03-11,41.1533,20.1683,12,0,1
"155","Albania","Albania","",2020-03-12,41.1533,20.1683,23,0,1
"156","Albania","Albania","",2020-03-13,41.1533,20.1683,33,0,1
"157","Albania","Albania","",2020-03-14,41.1533,20.1683,38,0,1
"158","Albania","Albania","",2020-03-15,41.1533,20.1683,42,0,1
"159","Albania","Albania","",2020-03-16,41.1533,20.1683,51,0,1
"160","Albania","Albania","",2020-03-17,41.1533,20.1683,55,0,1
"161","Albania","Albania","",2020-03-18,41.1533,20.1683,59,0,2
"162","Albania","Albania","",2020-03-19,41.1533,20.1683,64,0,2
"163","Albania","Albania","",2020-03-20,41.1533,20.1683,70,0,2
"164","Albania","Albania","",2020-03-21,41.1533,20.1683,76,2,2
"165","Albania","Albania","",2020-03-22,41.1533,20.1683,89,2,2
"166","Albania","Albania","",2020-03-23,41.1533,20.1683,104,2,4
"167","Albania","Albania","",2020-03-24,41.1533,20.1683,123,10,5
"168","Albania","Albania","",2020-03-25,41.1533,20.1683,146,17,5
"169","Albania","Albania","",2020-03-26,41.1533,20.1683,174,17,6
"170","Albania","Albania","",2020-03-27,41.1533,20.1683,186,31,8
"171","Albania","Albania","",2020-03-28,41.1533,20.1683,197,31,10
"172","Albania","Albania","",2020-03-29,41.1533,20.1683,212,33,10
"173","Albania","Albania","",2020-03-30,41.1533,20.1683,223,44,11
"174","Albania","Albania","",2020-03-31,41.1533,20.1683,243,52,15
"175","Albania","Albania","",2020-04-01,41.1533,20.1683,259,67,15
"176","Albania","Albania","",2020-04-02,41.1533,20.1683,277,76,16
"177","Albania","Albania","",2020-04-03,41.1533,20.1683,304,89,17
"178","Albania","Albania","",2020-04-04,41.1533,20.1683,333,99,20
"179","Albania","Albania","",2020-04-05,41.1533,20.1683,361,104,20
"180","Albania","Albania","",2020-04-06,41.1533,20.1683,377,116,21
"181","Albania","Albania","",2020-04-07,41.1533,20.1683,383,131,22
"182","Albania","Albania","",2020-04-08,41.1533,20.1683,400,154,22
"183","Albania","Albania","",2020-04-09,41.1533,20.1683,409,165,23
"184","Albania","Albania","",2020-04-10,41.1533,20.1683,416,182,23
"185","Albania","Albania","",2020-04-11,41.1533,20.1683,433,197,23
"186","Albania","Albania","",2020-04-12,41.1533,20.1683,446,217,23
"187","Albania","Albania","",2020-04-13,41.1533,20.1683,467,232,23
"188","Albania","Albania","",2020-04-14,41.1533,20.1683,475,248,24
"189","Albania","Albania","",2020-04-15,41.1533,20.1683,494,251,25
"190","Albania","Albania","",2020-04-16,41.1533,20.1683,518,277,26
"191","Albania","Albania","",2020-04-17,41.1533,20.1683,539,283,26
"192","Albania","Albania","",2020-04-18,41.1533,20.1683,548,302,26
"193","Albania","Albania","",2020-04-19,41.1533,20.1683,562,314,26
"194","Albania","Albania","",2020-04-20,41.1533,20.1683,584,327,26
"195","Albania","Albania","",2020-04-21,41.1533,20.1683,609,345,26
"196","Albania","Albania","",2020-04-22,41.1533,20.1683,634,356,27
"197","Albania","Albania","",2020-04-23,41.1533,20.1683,663,385,27
"198","Albania","Albania","",2020-04-24,41.1533,20.1683,678,394,27
"199","Albania","Albania","",2020-04-25,41.1533,20.1683,712,403,27
"200","Albania","Albania","",2020-04-26,41.1533,20.1683,726,410,28
"201","Albania","Albania","",2020-04-27,41.1533,20.1683,736,422,28
"202","Albania","Albania","",2020-04-28,41.1533,20.1683,750,431,30
"203","Albania","Albania","",2020-04-29,41.1533,20.1683,766,455,30
"204","Albania","Albania","",2020-04-30,41.1533,20.1683,773,470,31
"205","Albania","Albania","",2020-05-01,41.1533,20.1683,782,488,31
"206","Albania","Albania","",2020-05-02,41.1533,20.1683,789,519,31
"207","Albania","Albania","",2020-05-03,41.1533,20.1683,795,531,31
"208","Albania","Albania","",2020-05-04,41.1533,20.1683,803,543,31
"209","Algeria","Algeria","",2020-01-22,28.0339,1.6596,0,0,0
"210","Algeria","Algeria","",2020-01-23,28.0339,1.6596,0,0,0
"211","Algeria","Algeria","",2020-01-24,28.0339,1.6596,0,0,0
"212","Algeria","Algeria","",2020-01-25,28.0339,1.6596,0,0,0
"213","Algeria","Algeria","",2020-01-26,28.0339,1.6596,0,0,0
"214","Algeria","Algeria","",2020-01-27,28.0339,1.6596,0,0,0
"215","Algeria","Algeria","",2020-01-28,28.0339,1.6596,0,0,0
"216","Algeria","Algeria","",2020-01-29,28.0339,1.6596,0,0,0
"217","Algeria","Algeria","",2020-01-30,28.0339,1.6596,0,0,0
"218","Algeria","Algeria","",2020-01-31,28.0339,1.6596,0,0,0
"219","Algeria","Algeria","",2020-02-01,28.0339,1.6596,0,0,0
"220","Algeria","Algeria","",2020-02-02,28.0339,1.6596,0,0,0
"221","Algeria","Algeria","",2020-02-03,28.0339,1.6596,0,0,0
"222","Algeria","Algeria","",2020-02-04,28.0339,1.6596,0,0,0
"223","Algeria","Algeria","",2020-02-05,28.0339,1.6596,0,0,0
"224","Algeria","Algeria","",2020-02-06,28.0339,1.6596,0,0,0
"225","Algeria","Algeria","",2020-02-07,28.0339,1.6596,0,0,0
"226","Algeria","Algeria","",2020-02-08,28.0339,1.6596,0,0,0
"227","Algeria","Algeria","",2020-02-09,28.0339,1.6596,0,0,0
"228","Algeria","Algeria","",2020-02-10,28.0339,1.6596,0,0,0
"229","Algeria","Algeria","",2020-02-11,28.0339,1.6596,0,0,0
"230","Algeria","Algeria","",2020-02-12,28.0339,1.6596,0,0,0
"231","Algeria","Algeria","",2020-02-13,28.0339,1.6596,0,0,0
"232","Algeria","Algeria","",2020-02-14,28.0339,1.6596,0,0,0
"233","Algeria","Algeria","",2020-02-15,28.0339,1.6596,0,0,0
"234","Algeria","Algeria","",2020-02-16,28.0339,1.6596,0,0,0
"235","Algeria","Algeria","",2020-02-17,28.0339,1.6596,0,0,0
"236","Algeria","Algeria","",2020-02-18,28.0339,1.6596,0,0,0
"237","Algeria","Algeria","",2020-02-19,28.0339,1.6596,0,0,0
"238","Algeria","Algeria","",2020-02-20,28.0339,1.6596,0,0,0
"239","Algeria","Algeria","",2020-02-21,28.0339,1.6596,0,0,0
"240","Algeria","Algeria","",2020-02-22,28.0339,1.6596,0,0,0
"241","Algeria","Algeria","",2020-02-23,28.0339,1.6596,0,0,0
"242","Algeria","Algeria","",2020-02-24,28.0339,1.6596,0,0,0
"243","Algeria","Algeria","",2020-02-25,28.0339,1.6596,1,0,0
"244","Algeria","Algeria","",2020-02-26,28.0339,1.6596,1,0,0
"245","Algeria","Algeria","",2020-02-27,28.0339,1.6596,1,0,0
"246","Algeria","Algeria","",2020-02-28,28.0339,1.6596,1,0,0
"247","Algeria","Algeria","",2020-02-29,28.0339,1.6596,1,0,0
"248","Algeria","Algeria","",2020-03-01,28.0339,1.6596,1,0,0
"249","Algeria","Algeria","",2020-03-02,28.0339,1.6596,3,0,0
"250","Algeria","Algeria","",2020-03-03,28.0339,1.6596,5,0,0
"251","Algeria","Algeria","",2020-03-04,28.0339,1.6596,12,0,0
"252","Algeria","Algeria","",2020-03-05,28.0339,1.6596,12,0,0
"253","Algeria","Algeria","",2020-03-06,28.0339,1.6596,17,0,0
"254","Algeria","Algeria","",2020-03-07,28.0339,1.6596,17,0,0
"255","Algeria","Algeria","",2020-03-08,28.0339,1.6596,19,0,0
"256","Algeria","Algeria","",2020-03-09,28.0339,1.6596,20,0,0
"257","Algeria","Algeria","",2020-03-10,28.0339,1.6596,20,0,0
"258","Algeria","Algeria","",2020-03-11,28.0339,1.6596,20,0,0
"259","Algeria","Algeria","",2020-03-12,28.0339,1.6596,24,8,1
"260","Algeria","Algeria","",2020-03-13,28.0339,1.6596,26,8,2
"261","Algeria","Algeria","",2020-03-14,28.0339,1.6596,37,12,3
"262","Algeria","Algeria","",2020-03-15,28.0339,1.6596,48,12,4
"263","Algeria","Algeria","",2020-03-16,28.0339,1.6596,54,12,4
"264","Algeria","Algeria","",2020-03-17,28.0339,1.6596,60,12,4
"265","Algeria","Algeria","",2020-03-18,28.0339,1.6596,74,12,7
"266","Algeria","Algeria","",2020-03-19,28.0339,1.6596,87,32,9
"267","Algeria","Algeria","",2020-03-20,28.0339,1.6596,90,32,11
"268","Algeria","Algeria","",2020-03-21,28.0339,1.6596,139,32,15
"269","Algeria","Algeria","",2020-03-22,28.0339,1.6596,201,65,17
"270","Algeria","Algeria","",2020-03-23,28.0339,1.6596,230,65,17
"271","Algeria","Algeria","",2020-03-24,28.0339,1.6596,264,24,19
"272","Algeria","Algeria","",2020-03-25,28.0339,1.6596,302,65,21
"273","Algeria","Algeria","",2020-03-26,28.0339,1.6596,367,29,25
"274","Algeria","Algeria","",2020-03-27,28.0339,1.6596,409,29,26
"275","Algeria","Algeria","",2020-03-28,28.0339,1.6596,454,31,29
"276","Algeria","Algeria","",2020-03-29,28.0339,1.6596,511,31,31
"277","Algeria","Algeria","",2020-03-30,28.0339,1.6596,584,37,35
"278","Algeria","Algeria","",2020-03-31,28.0339,1.6596,716,46,44
"279","Algeria","Algeria","",2020-04-01,28.0339,1.6596,847,61,58
"280","Algeria","Algeria","",2020-04-02,28.0339,1.6596,986,61,86
"281","Algeria","Algeria","",2020-04-03,28.0339,1.6596,1171,62,105
"282","Algeria","Algeria","",2020-04-04,28.0339,1.6596,1251,90,130
"283","Algeria","Algeria","",2020-04-05,28.0339,1.6596,1320,90,152
"284","Algeria","Algeria","",2020-04-06,28.0339,1.6596,1423,90,173
"285","Algeria","Algeria","",2020-04-07,28.0339,1.6596,1468,113,193
"286","Algeria","Algeria","",2020-04-08,28.0339,1.6596,1572,237,205
"287","Algeria","Algeria","",2020-04-09,28.0339,1.6596,1666,347,235
"288","Algeria","Algeria","",2020-04-10,28.0339,1.6596,1761,405,256
"289","Algeria","Algeria","",2020-04-11,28.0339,1.6596,1825,460,275
"290","Algeria","Algeria","",2020-04-12,28.0339,1.6596,1914,591,293
"291","Algeria","Algeria","",2020-04-13,28.0339,1.6596,1983,601,313
"292","Algeria","Algeria","",2020-04-14,28.0339,1.6596,2070,691,326
"293","Algeria","Algeria","",2020-04-15,28.0339,1.6596,2160,708,336
"294","Algeria","Algeria","",2020-04-16,28.0339,1.6596,2268,783,348
"295","Algeria","Algeria","",2020-04-17,28.0339,1.6596,2418,846,364
"296","Algeria","Algeria","",2020-04-18,28.0339,1.6596,2534,894,367
"297","Algeria","Algeria","",2020-04-19,28.0339,1.6596,2629,1047,375
"298","Algeria","Algeria","",2020-04-20,28.0339,1.6596,2718,1099,384
"299","Algeria","Algeria","",2020-04-21,28.0339,1.6596,2811,1152,392
"300","Algeria","Algeria","",2020-04-22,28.0339,1.6596,2910,1204,402
"301","Algeria","Algeria","",2020-04-23,28.0339,1.6596,3007,1355,407
"302","Algeria","Algeria","",2020-04-24,28.0339,1.6596,3127,1408,415
"303","Algeria","Algeria","",2020-04-25,28.0339,1.6596,3256,1479,419
"304","Algeria","Algeria","",2020-04-26,28.0339,1.6596,3382,1508,425
"305","Algeria","Algeria","",2020-04-27,28.0339,1.6596,3517,1558,432
"306","Algeria","Algeria","",2020-04-28,28.0339,1.6596,3649,1651,437
"307","Algeria","Algeria","",2020-04-29,28.0339,1.6596,3848,1702,444
"308","Algeria","Algeria","",2020-04-30,28.0339,1.6596,4006,1779,450
"309","Algeria","Algeria","",2020-05-01,28.0339,1.6596,4154,1821,453
"310","Algeria","Algeria","",2020-05-02,28.0339,1.6596,4295,1872,459
"311","Algeria","Algeria","",2020-05-03,28.0339,1.6596,4474,1936,463
"312","Algeria","Algeria","",2020-05-04,28.0339,1.6596,4648,1998,465
"313","Andorra","Andorra","",2020-01-22,42.5063,1.5218,0,0,0
"314","Andorra","Andorra","",2020-01-23,42.5063,1.5218,0,0,0
"315","Andorra","Andorra","",2020-01-24,42.5063,1.5218,0,0,0
"316","Andorra","Andorra","",2020-01-25,42.5063,1.5218,0,0,0
"317","Andorra","Andorra","",2020-01-26,42.5063,1.5218,0,0,0
"318","Andorra","Andorra","",2020-01-27,42.5063,1.5218,0,0,0
"319","Andorra","Andorra","",2020-01-28,42.5063,1.5218,0,0,0
"320","Andorra","Andorra","",2020-01-29,42.5063,1.5218,0,0,0
"321","Andorra","Andorra","",2020-01-30,42.5063,1.5218,0,0,0
"322","Andorra","Andorra","",2020-01-31,42.5063,1.5218,0,0,0
"323","Andorra","Andorra","",2020-02-01,42.5063,1.5218,0,0,0
"324","Andorra","Andorra","",2020-02-02,42.5063,1.5218,0,0,0
"325","Andorra","Andorra","",2020-02-03,42.5063,1.5218,0,0,0
"326","Andorra","Andorra","",2020-02-04,42.5063,1.5218,0,0,0
"327","Andorra","Andorra","",2020-02-05,42.5063,1.5218,0,0,0
"328","Andorra","Andorra","",2020-02-06,42.5063,1.5218,0,0,0
"329","Andorra","Andorra","",2020-02-07,42.5063,1.5218,0,0,0
"330","Andorra","Andorra","",2020-02-08,42.5063,1.5218,0,0,0
"331","Andorra","Andorra","",2020-02-09,42.5063,1.5218,0,0,0
"332","Andorra","Andorra","",2020-02-10,42.5063,1.5218,0,0,0
"333","Andorra","Andorra","",2020-02-11,42.5063,1.5218,0,0,0
"334","Andorra","Andorra","",2020-02-12,42.5063,1.5218,0,0,0
"335","Andorra","Andorra","",2020-02-13,42.5063,1.5218,0,0,0
"336","Andorra","Andorra","",2020-02-14,42.5063,1.5218,0,0,0
"337","Andorra","Andorra","",2020-02-15,42.5063,1.5218,0,0,0
"338","Andorra","Andorra","",2020-02-16,42.5063,1.5218,0,0,0
"339","Andorra","Andorra","",2020-02-17,42.5063,1.5218,0,0,0
"340","Andorra","Andorra","",2020-02-18,42.5063,1.5218,0,0,0
"341","Andorra","Andorra","",2020-02-19,42.5063,1.5218,0,0,0
"342","Andorra","Andorra","",2020-02-20,42.5063,1.5218,0,0,0
"343","Andorra","Andorra","",2020-02-21,42.5063,1.5218,0,0,0
"344","Andorra","Andorra","",2020-02-22,42.5063,1.5218,0,0,0
"345","Andorra","Andorra","",2020-02-23,42.5063,1.5218,0,0,0
"346","Andorra","Andorra","",2020-02-24,42.5063,1.5218,0,0,0
"347","Andorra","Andorra","",2020-02-25,42.5063,1.5218,0,0,0
"348","Andorra","Andorra","",2020-02-26,42.5063,1.5218,0,0,0
"349","Andorra","Andorra","",2020-02-27,42.5063,1.5218,0,0,0
"350","Andorra","Andorra","",2020-02-28,42.5063,1.5218,0,0,0
"351","Andorra","Andorra","",2020-02-29,42.5063,1.5218,0,0,0
"352","Andorra","Andorra","",2020-03-01,42.5063,1.5218,0,0,0
"353","Andorra","Andorra","",2020-03-02,42.5063,1.5218,1,0,0
"354","Andorra","Andorra","",2020-03-03,42.5063,1.5218,1,0,0
"355","Andorra","Andorra","",2020-03-04,42.5063,1.5218,1,0,0
"356","Andorra","Andorra","",2020-03-05,42.5063,1.5218,1,0,0
"357","Andorra","Andorra","",2020-03-06,42.5063,1.5218,1,0,0
"358","Andorra","Andorra","",2020-03-07,42.5063,1.5218,1,0,0
"359","Andorra","Andorra","",2020-03-08,42.5063,1.5218,1,0,0
"360","Andorra","Andorra","",2020-03-09,42.5063,1.5218,1,0,0
"361","Andorra","Andorra","",2020-03-10,42.5063,1.5218,1,0,0
"362","Andorra","Andorra","",2020-03-11,42.5063,1.5218,1,0,0
"363","Andorra","Andorra","",2020-03-12,42.5063,1.5218,1,1,0
"364","Andorra","Andorra","",2020-03-13,42.5063,1.5218,1,0,0
"365","Andorra","Andorra","",2020-03-14,42.5063,1.5218,1,1,0
"366","Andorra","Andorra","",2020-03-15,42.5063,1.5218,1,1,0
"367","Andorra","Andorra","",2020-03-16,42.5063,1.5218,2,1,0
"368","Andorra","Andorra","",2020-03-17,42.5063,1.5218,39,1,0
"369","Andorra","Andorra","",2020-03-18,42.5063,1.5218,39,1,0
"370","Andorra","Andorra","",2020-03-19,42.5063,1.5218,53,1,0
"371","Andorra","Andorra","",2020-03-20,42.5063,1.5218,75,1,0
"372","Andorra","Andorra","",2020-03-21,42.5063,1.5218,88,1,0
"373","Andorra","Andorra","",2020-03-22,42.5063,1.5218,113,1,1
"374","Andorra","Andorra","",2020-03-23,42.5063,1.5218,133,1,1
"375","Andorra","Andorra","",2020-03-24,42.5063,1.5218,164,1,1
"376","Andorra","Andorra","",2020-03-25,42.5063,1.5218,188,1,1
"377","Andorra","Andorra","",2020-03-26,42.5063,1.5218,224,1,3
"378","Andorra","Andorra","",2020-03-27,42.5063,1.5218,267,1,3
"379","Andorra","Andorra","",2020-03-28,42.5063,1.5218,308,1,3
"380","Andorra","Andorra","",2020-03-29,42.5063,1.5218,334,1,6
"381","Andorra","Andorra","",2020-03-30,42.5063,1.5218,370,10,8
"382","Andorra","Andorra","",2020-03-31,42.5063,1.5218,376,10,12
"383","Andorra","Andorra","",2020-04-01,42.5063,1.5218,390,10,14
"384","Andorra","Andorra","",2020-04-02,42.5063,1.5218,428,10,15
"385","Andorra","Andorra","",2020-04-03,42.5063,1.5218,439,16,16
